headline,label,date
Federal Reserve hints at aggressive rate hikes,0,2021-06-26
Unemployment claims rise unexpectedly,0,2021-07-23
Disappointing earnings drag tech sector down,0,2021-07-20
Positive job report boosts investor confidence,1,2023-05-13
Positive job report boosts investor confidence,1,2021-04-13
Federal Reserve signals interest rate pause to support markets,1,2022-01-31
"Oil prices fall, reducing inflation fears",1,2021-10-23
Tech stocks rally as earnings exceed expectations,1,2022-09-26
Markets tumble as inflation surges past forecast,0,2022-02-18
"Oil prices fall, reducing inflation fears",1,2022-05-21
Disappointing earnings drag tech sector down,0,2022-11-23
Federal Reserve signals interest rate pause to support markets,1,2021-06-28
Federal Reserve hints at aggressive rate hikes,0,2023-05-30
Tech stocks rally as earnings exceed expectations,1,2023-04-10
Positive job report boosts investor confidence,1,2022-12-05
Positive job report boosts investor confidence,1,2022-10-21
Markets tumble as inflation surges past forecast,0,2022-08-12
Federal Reserve hints at aggressive rate hikes,0,2021-07-29
Unemployment claims rise unexpectedly,0,2021-10-17
Federal Reserve signals interest rate pause to support markets,1,2022-10-14
Economic indicators point to sustained recovery,1,2021-11-16
Tech stocks rally as earnings exceed expectations,1,2023-02-05
Economic indicators point to sustained recovery,1,2022-01-11
Unemployment claims rise unexpectedly,0,2021-02-20
Positive job report boosts investor confidence,1,2022-12-11
Disappointing earnings drag tech sector down,0,2021-03-21
Federal Reserve signals interest rate pause to support markets,1,2023-05-06
Markets tumble as inflation surges past forecast,0,2021-08-17
Federal Reserve signals interest rate pause to support markets,1,2023-01-30
Geopolitical tensions trigger global selloff,0,2022-03-14
Tech stocks rally as earnings exceed expectations,1,2021-03-29
"Oil prices fall, reducing inflation fears",1,2021-04-12
Unemployment claims rise unexpectedly,0,2022-12-09
Federal Reserve hints at aggressive rate hikes,0,2021-08-12
Geopolitical tensions trigger global selloff,0,2023-02-05
Disappointing earnings drag tech sector down,0,2021-11-19
Federal Reserve signals interest rate pause to support markets,1,2021-02-01
"Oil prices fall, reducing inflation fears",1,2021-02-01
"Oil prices fall, reducing inflation fears",1,2021-01-25
Federal Reserve signals interest rate pause to support markets,1,2022-01-15
Tech stocks rally as earnings exceed expectations,1,2021-01-07
Positive job report boosts investor confidence,1,2022-09-05
"Oil prices fall, reducing inflation fears",1,2021-04-13
Unemployment claims rise unexpectedly,0,2022-09-25
Disappointing earnings drag tech sector down,0,2021-02-01
Economic indicators point to sustained recovery,1,2022-05-02
"Oil prices fall, reducing inflation fears",1,2021-12-01
Federal Reserve hints at aggressive rate hikes,0,2022-06-02
Tech stocks rally as earnings exceed expectations,1,2023-03-08
Disappointing earnings drag tech sector down,0,2022-01-18
Federal Reserve hints at aggressive rate hikes,0,2021-08-07
Federal Reserve hints at aggressive rate hikes,0,2021-04-25
Tech stocks rally as earnings exceed expectations,1,2023-03-26
Tech stocks rally as earnings exceed expectations,1,2022-08-19
Positive job report boosts investor confidence,1,2022-01-02
Markets tumble as inflation surges past forecast,0,2021-02-26
Economic indicators point to sustained recovery,1,2023-03-22
Federal Reserve hints at aggressive rate hikes,0,2022-06-10
Economic indicators point to sustained recovery,1,2021-10-08
Positive job report boosts investor confidence,1,2022-05-07
Federal Reserve signals interest rate pause to support markets,1,2021-02-04
Economic indicators point to sustained recovery,1,2021-10-08
Geopolitical tensions trigger global selloff,0,2023-04-24
Geopolitical tensions trigger global selloff,0,2022-07-16
Federal Reserve signals interest rate pause to support markets,1,2023-03-21
Federal Reserve signals interest rate pause to support markets,1,2023-03-27
Geopolitical tensions trigger global selloff,0,2021-10-28
Tech stocks rally as earnings exceed expectations,1,2021-04-25
Markets tumble as inflation surges past forecast,0,2022-04-30
"Oil prices fall, reducing inflation fears",1,2021-12-12
Economic indicators point to sustained recovery,1,2023-02-07
"Oil prices fall, reducing inflation fears",1,2022-12-02
Markets tumble as inflation surges past forecast,0,2023-05-10
Economic indicators point to sustained recovery,1,2023-02-24
Geopolitical tensions trigger global selloff,0,2021-07-27
Geopolitical tensions trigger global selloff,0,2021-10-19
Tech stocks rally as earnings exceed expectations,1,2021-11-09
Geopolitical tensions trigger global selloff,0,2021-06-19
Economic indicators point to sustained recovery,1,2022-03-04
Unemployment claims rise unexpectedly,0,2021-01-23
Disappointing earnings drag tech sector down,0,2022-05-16
Tech stocks rally as earnings exceed expectations,1,2022-03-09
Unemployment claims rise unexpectedly,0,2023-06-02
"Oil prices fall, reducing inflation fears",1,2021-06-21
Positive job report boosts investor confidence,1,2021-10-17
Federal Reserve hints at aggressive rate hikes,0,2022-08-10
Economic indicators point to sustained recovery,1,2023-02-08
Geopolitical tensions trigger global selloff,0,2023-04-19
Disappointing earnings drag tech sector down,0,2021-12-06
Federal Reserve signals interest rate pause to support markets,1,2022-11-08
Markets tumble as inflation surges past forecast,0,2021-09-24
Disappointing earnings drag tech sector down,0,2022-07-03
Positive job report boosts investor confidence,1,2021-06-27
Disappointing earnings drag tech sector down,0,2022-06-08
Federal Reserve signals interest rate pause to support markets,1,2022-10-09
Unemployment claims rise unexpectedly,0,2023-01-01
Federal Reserve signals interest rate pause to support markets,1,2022-12-16
Geopolitical tensions trigger global selloff,0,2022-10-22
Disappointing earnings drag tech sector down,0,2022-09-18
Federal Reserve hints at aggressive rate hikes,0,2021-12-25
Economic indicators point to sustained recovery,1,2021-03-04
Unemployment claims rise unexpectedly,0,2022-04-26
Economic indicators point to sustained recovery,1,2023-01-01
Disappointing earnings drag tech sector down,0,2022-06-17
Positive job report boosts investor confidence,1,2022-11-16
Economic indicators point to sustained recovery,1,2021-12-09
Geopolitical tensions trigger global selloff,0,2022-02-17
Federal Reserve hints at aggressive rate hikes,0,2022-02-01
Positive job report boosts investor confidence,1,2022-05-05
Markets tumble as inflation surges past forecast,0,2022-10-20
Tech stocks rally as earnings exceed expectations,1,2021-06-14
Federal Reserve hints at aggressive rate hikes,0,2023-04-16
"Oil prices fall, reducing inflation fears",1,2022-05-10
Markets tumble as inflation surges past forecast,0,2021-01-31
Economic indicators point to sustained recovery,1,2022-06-06
Geopolitical tensions trigger global selloff,0,2021-11-04
Tech stocks rally as earnings exceed expectations,1,2023-01-01
Unemployment claims rise unexpectedly,0,2022-10-14
Markets tumble as inflation surges past forecast,0,2022-10-18
Markets tumble as inflation surges past forecast,0,2023-01-12
"Oil prices fall, reducing inflation fears",1,2021-10-02
Federal Reserve signals interest rate pause to support markets,1,2022-12-25
Federal Reserve hints at aggressive rate hikes,0,2021-02-05
Markets tumble as inflation surges past forecast,0,2022-09-16
Positive job report boosts investor confidence,1,2021-05-09
Geopolitical tensions trigger global selloff,0,2021-09-03
"Oil prices fall, reducing inflation fears",1,2023-04-21
"Oil prices fall, reducing inflation fears",1,2021-03-02
Positive job report boosts investor confidence,1,2023-03-11
Disappointing earnings drag tech sector down,0,2021-08-24
Disappointing earnings drag tech sector down,0,2023-04-28
Positive job report boosts investor confidence,1,2021-08-20
"Oil prices fall, reducing inflation fears",1,2023-01-12
Federal Reserve hints at aggressive rate hikes,0,2022-04-28
Federal Reserve signals interest rate pause to support markets,1,2022-03-03
Federal Reserve signals interest rate pause to support markets,1,2022-09-15
Tech stocks rally as earnings exceed expectations,1,2022-06-17
"Oil prices fall, reducing inflation fears",1,2021-01-07
Geopolitical tensions trigger global selloff,0,2023-01-04
Federal Reserve signals interest rate pause to support markets,1,2022-08-09
Tech stocks rally as earnings exceed expectations,1,2021-11-16
Unemployment claims rise unexpectedly,0,2021-01-31
Federal Reserve signals interest rate pause to support markets,1,2022-05-24
Positive job report boosts investor confidence,1,2022-06-12
Disappointing earnings drag tech sector down,0,2022-05-20
Economic indicators point to sustained recovery,1,2021-02-10
Economic indicators point to sustained recovery,1,2021-08-03
Economic indicators point to sustained recovery,1,2021-07-24
Tech stocks rally as earnings exceed expectations,1,2021-12-29
Economic indicators point to sustained recovery,1,2023-04-10
Economic indicators point to sustained recovery,1,2022-04-21
Unemployment claims rise unexpectedly,0,2021-12-01
"Oil prices fall, reducing inflation fears",1,2021-02-08
Economic indicators point to sustained recovery,1,2023-01-07
Geopolitical tensions trigger global selloff,0,2021-03-02
Positive job report boosts investor confidence,1,2022-11-11
Tech stocks rally as earnings exceed expectations,1,2022-09-16
Geopolitical tensions trigger global selloff,0,2021-08-06
Positive job report boosts investor confidence,1,2022-04-29
Unemployment claims rise unexpectedly,0,2023-01-05
"Oil prices fall, reducing inflation fears",1,2021-11-24
Disappointing earnings drag tech sector down,0,2023-06-05
Unemployment claims rise unexpectedly,0,2021-08-18
Markets tumble as inflation surges past forecast,0,2021-12-23
Positive job report boosts investor confidence,1,2021-12-17
Federal Reserve signals interest rate pause to support markets,1,2021-12-16
Unemployment claims rise unexpectedly,0,2021-12-05
Federal Reserve signals interest rate pause to support markets,1,2021-04-28
Geopolitical tensions trigger global selloff,0,2022-02-28
Federal Reserve hints at aggressive rate hikes,0,2023-04-19
Geopolitical tensions trigger global selloff,0,2021-07-14
Markets tumble as inflation surges past forecast,0,2022-04-30
Geopolitical tensions trigger global selloff,0,2022-08-10
Disappointing earnings drag tech sector down,0,2022-06-16
Markets tumble as inflation surges past forecast,0,2022-06-21
Markets tumble as inflation surges past forecast,0,2022-02-22
Disappointing earnings drag tech sector down,0,2021-06-12
"Oil prices fall, reducing inflation fears",1,2021-03-09
Geopolitical tensions trigger global selloff,0,2022-11-14
Federal Reserve signals interest rate pause to support markets,1,2021-05-22
"Oil prices fall, reducing inflation fears",1,2021-02-09
Markets tumble as inflation surges past forecast,0,2021-03-29
Markets tumble as inflation surges past forecast,0,2021-01-26
Tech stocks rally as earnings exceed expectations,1,2021-11-03
Unemployment claims rise unexpectedly,0,2022-03-09
Positive job report boosts investor confidence,1,2021-04-23
Tech stocks rally as earnings exceed expectations,1,2022-11-17
Unemployment claims rise unexpectedly,0,2023-02-22
Federal Reserve hints at aggressive rate hikes,0,2022-03-17
Positive job report boosts investor confidence,1,2022-09-02
Markets tumble as inflation surges past forecast,0,2022-04-15
Federal Reserve hints at aggressive rate hikes,0,2022-08-29
Positive job report boosts investor confidence,1,2021-02-18
Tech stocks rally as earnings exceed expectations,1,2022-08-08
Tech stocks rally as earnings exceed expectations,1,2021-06-07
Federal Reserve signals interest rate pause to support markets,1,2021-12-18
Positive job report boosts investor confidence,1,2022-02-10
Geopolitical tensions trigger global selloff,0,2022-08-22
Economic indicators point to sustained recovery,1,2022-11-16
Unemployment claims rise unexpectedly,0,2023-03-01
Unemployment claims rise unexpectedly,0,2021-09-27
Geopolitical tensions trigger global selloff,0,2023-02-14
Unemployment claims rise unexpectedly,0,2022-09-15
Tech stocks rally as earnings exceed expectations,1,2021-02-28
Markets tumble as inflation surges past forecast,0,2022-03-06
"Oil prices fall, reducing inflation fears",1,2022-10-27
Federal Reserve hints at aggressive rate hikes,0,2022-06-06
Economic indicators point to sustained recovery,1,2022-07-10
Federal Reserve hints at aggressive rate hikes,0,2023-02-03
Positive job report boosts investor confidence,1,2022-08-25
